iter	Logloss
1512	0.1874413109
1513	0.1874094696
1514	0.1873898296
1515	0.1873711124
1516	0.1873584395
1517	0.1873388412
1518	0.1873228104
1519	0.1872539205
1520	0.1872376993
1521	0.1872169605
1522	0.1871973195
1523	0.1871690264
1524	0.1871447063
1525	0.187125761
1526	0.1871097823
1527	0.1870885038
1528	0.1870686182
1529	0.1870484609
1530	0.1870221475
1531	0.1870010798
1532	0.1869881933
1533	0.1869608987
1534	0.186941085
1535	0.1869154902
1536	0.1868933426
1537	0.1868762326
1538	0.186864759
1539	0.1868414497
1540	0.1868185173
1541	0.186794623
1542	0.1867751721
1543	0.1867552025
1544	0.1867367751
1545	0.1867235805
1546	0.1867083524
1547	0.1866863461
1548	0.1866619091
1549	0.1866338825
1550	0.1866216823
1551	0.1866044448
1552	0.1865810038
1553	0.1865607438
1554	0.1865316948
1555	0.1865153246
1556	0.1864845962
1557	0.1864587007
1558	0.1864383392
1559	0.1864110834
1560	0.186385695
1561	0.1863712142
1562	0.1863439843
1563	0.1863238607
1564	0.1863084705
1565	0.1862806052
1566	0.1862579088
1567	0.1862443958
1568	0.1862171814
1569	0.1861956262
1570	0.1861804557
1571	0.1861573752
1572	0.1861433147
1573	0.1861093275
1574	0.1860883737
1575	0.1860668947
1576	0.1860298023
1577	0.1859982268
1578	0.1859712178
1579	0.1859538925
1580	0.1859317518
1581	0.1859042527
1582	0.1858770929
1583	0.1858621777
1584	0.1858459811
1585	0.185817172
1586	0.1857895259
1587	0.1857623797
1588	0.1857370189
1589	0.1857174516
1590	0.1856967731
1591	0.1856788434
1592	0.1856571908
1593	0.1856337379
1594	0.1856122371
1595	0.1855976885
1596	0.1855687797
1597	0.1855470901
1598	0.1855221602
1599	0.185496862
1600	0.1854775578
1601	0.1854652683
1602	0.1854495707
1603	0.185429345
1604	0.1854098313
1605	0.1853908431
1606	0.1853781885
1607	0.1853537939
1608	0.1853335987
1609	0.1853193969
1610	0.1853054582
1611	0.1852844693
1612	0.1852378615
1613	0.1852259568
1614	0.1851942046
1615	0.1851734196
1616	0.1851564291
1617	0.1851335724
1618	0.1851063505
1619	0.1850944921
1620	0.1850719482
1621	0.1850513374
1622	0.1850248915
1623	0.1850007064
1624	0.1849714718
1625	0.1849502652
1626	0.1849225668
1627	0.1848979663
1628	0.1848757527
1629	0.1848569712
1630	0.1848397842
1631	0.1848246552
1632	0.1848042195
1633	0.1847820327
1634	0.1847659146
1635	0.1847537151
1636	0.1847263985
1637	0.1847095157
1638	0.1846867967
1639	0.1846649588
1640	0.1846404696
1641	0.1846286635
1642	0.1846082822
1643	0.1845922814
1644	0.1845677988
1645	0.1845501492
1646	0.1845318004
1647	0.184508999
1648	0.1844948053
1649	0.1844772719
1650	0.1844619786
1651	0.1844416667
1652	0.1844196494
1653	0.1843924664
1654	0.1843790189
1655	0.1843689224
1656	0.1843453
1657	0.184322089
1658	0.1842963739
1659	0.1842822081
1660	0.1842586423
1661	0.1842395379
1662	0.1842233938
1663	0.1842004567
1664	0.1841860255
1665	0.1841631009
1666	0.1841479872
1667	0.1841246907
1668	0.184097324
1669	0.1840899495
1670	0.1840688403
1671	0.1840463879
1672	0.184027005
1673	0.1840124051
1674	0.1839933095
1675	0.1839664681
1676	0.183941742
1677	0.1839200306
1678	0.1838982789
1679	0.1838718059
1680	0.183849444
1681	0.1838184384
1682	0.1837997354
1683	0.1837608087
1684	0.1837371338
1685	0.1837147748
1686	0.1836961305
1687	0.1836790968
1688	0.1836633048
1689	0.1836399908
1690	0.1836260933
1691	0.1835977661
1692	0.1835428677
1693	0.1835250516
1694	0.1835065687
1695	0.1834859238
1696	0.1834366199
1697	0.183420502
1698	0.1834046858
1699	0.1833874406
1700	0.1833585595
1701	0.1833380532
1702	0.183319301
1703	0.1832997564
1704	0.183281696
1705	0.1832561199
1706	0.1832387191
1707	0.1832200836
1708	0.1832060161
1709	0.1831828613
1710	0.1831604608
1711	0.1831404599
1712	0.183118541
1713	0.1831064574
1714	0.1830846767
1715	0.1830647987
1716	0.1830406769
1717	0.1830183748
1718	0.1829894108
1719	0.1829664767
1720	0.1829425693
1721	0.1829232949
1722	0.1829075645
1723	0.1828868681
1724	0.1828686757
1725	0.1828546767
1726	0.1828361861
1727	0.1828172987
1728	0.1828012771
1729	0.1827881967
1730	0.182764302
1731	0.1827402077
1732	0.1827144442
1733	0.182649395
1734	0.1826331333
1735	0.1826194193
1736	0.1826036117
1737	0.1825815312
1738	0.1825617596
1739	0.1825463739
1740	0.1825257554
1741	0.182504976
1742	0.1824845452
1743	0.1824658195
1744	0.1824455818
1745	0.1823862604
1746	0.1823554802
1747	0.1823293998
1748	0.1823108921
1749	0.1822925496
1750	0.1822761839
1751	0.1822528912
1752	0.1822320046
1753	0.1822008498
1754	0.1821780047
1755	0.1821567385
1756	0.1821347352
1757	0.1821141527
1758	0.1820926266
1759	0.1820722267
1760	0.1820571397
1761	0.1820381239
1762	0.1820183941
1763	0.1819987744
1764	0.181970337
1765	0.1819543295
1766	0.1819345967
1767	0.1819164314
1768	0.1818938459
1769	0.1818767539
1770	0.1818558784
1771	0.1818395115
1772	0.1818225096
1773	0.1817916812
1774	0.1817760508
1775	0.1817539424
1776	0.1817342411
1777	0.1817164199
1778	0.1816996626
1779	0.1816840734
1780	0.181662205
1781	0.1816458512
1782	0.1816265511
1783	0.1816127044
1784	0.1815947153
1785	0.1815770824
1786	0.181559402
1787	0.1815371471
1788	0.1815037397
1789	0.181481819
1790	0.1814576511
1791	0.1814259424
1792	0.1814138868
1793	0.1813985825
1794	0.1813852992
1795	0.1813640214
1796	0.1813486189
1797	0.1813226101
1798	0.1813061578
1799	0.1812896181
1800	0.1812713653
1801	0.1812524241
1802	0.1812375177
1803	0.1812120655
1804	0.1811903472
1805	0.181169065
1806	0.1811411184
1807	0.1811184586
1808	0.181098048
1809	0.181074608
1810	0.1810600315
1811	0.1810446854
1812	0.1810318609
1813	0.1810156489
1814	0.1810019422
1815	0.1809768168
1816	0.1809566356
1817	0.1809214712
1818	0.1809013459
1819	0.1808865248
1820	0.1808706399
1821	0.1808481894
1822	0.1808219297
1823	0.180803023
1824	0.1807844563
1825	0.1807714298
1826	0.1807606921
1827	0.180743098
1828	0.1807202966
1829	0.1806996638
1830	0.1806826138
1831	0.1806675536
1832	0.1806501159
1833	0.1806341112
1834	0.1806175541
1835	0.18058838
1836	0.1805735206
1837	0.1805582501
1838	0.1805427106
1839	0.1805252851
1840	0.1805042795
1841	0.1804906971
1842	0.1804762914
1843	0.1804537959
1844	0.1804310156
1845	0.1804146212
1846	0.180401948
1847	0.1803849943
1848	0.1803406672
1849	0.1803268098
1850	0.1803123159
1851	0.1802939792
1852	0.1802704471
1853	0.1802483651
1854	0.1802317002
1855	0.1802089225
1856	0.1801888625
1857	0.1801703133
1858	0.1801586089
1859	0.1801345451
1860	0.180116369
1861	0.1800891178
1862	0.1800768225
1863	0.1800600632
1864	0.1800377368
1865	0.1800253984
1866	0.1799925876
1867	0.1799799715
1868	0.1799549338
1869	0.1799324874
1870	0.1799187899
1871	0.1798988287
1872	0.179884722
1873	0.1798659807
1874	0.1798361068
1875	0.1798191711
1876	0.1797994493
1877	0.1797867358
1878	0.1797676527
1879	0.1797485979
1880	0.1797302379
1881	0.1797151785
1882	0.1796949777
1883	0.1796831255
1884	0.1796639464
1885	0.1796381435
1886	0.1796220362
1887	0.1795924732
1888	0.1795696975
1889	0.1795470633
1890	0.1795270735
1891	0.1795131075
1892	0.1794973807
1893	0.179480024
1894	0.1794563239
1895	0.1794441047
1896	0.1794226551
1897	0.1793989565
1898	0.1793799813
1899	0.1793579308
1900	0.1793456609
1901	0.1793265539
1902	0.1793097015
1903	0.1792889088
1904	0.1792765054
1905	0.1792559047
1906	0.1792324469
1907	0.1792177349
1908	0.1791955464
1909	0.1791822298
1910	0.1791692674
1911	0.1791582671
1912	0.1791491187
1913	0.1791309502
1914	0.1791147136
1915	0.1790961375
1916	0.179081864
1917	0.1790657458
1918	0.1790513503
1919	0.1790296489
1920	0.1790144249
1921	0.178998813
1922	0.1789844842
1923	0.1789676631
1924	0.178935341
1925	0.1789168428
1926	0.1789000335
1927	0.1788865067
1928	0.1788662881
1929	0.1788488448
1930	0.1788324499
1931	0.1788125623
1932	0.1787943502
1933	0.178775152
1934	0.1787467036
1935	0.1787270154
1936	0.178712724
1937	0.1786983007
1938	0.1786789193
1939	0.1786640859
1940	0.1786431974
1941	0.1786326813
1942	0.1786162172
1943	0.1786007155
1944	0.1785789953
1945	0.1785586013
1946	0.1785392347
1947	0.1785152069
1948	0.1784971107
1949	0.1784822619
1950	0.178458861
1951	0.1784330124
1952	0.1784217988
1953	0.1784119243
1954	0.1783921217
1955	0.1783730372
1956	0.1783551435
1957	0.1783352656
1958	0.1783183345
1959	0.1782981077
1960	0.1782799184
1961	0.1782626104
1962	0.1782423862
1963	0.1782220657
1964	0.1782076019
1965	0.1781834396
1966	0.1781587435
1967	0.1781445231
1968	0.1781169486
1969	0.1781020969
1970	0.178086662
1971	0.1780682081
1972	0.1780489293
1973	0.1780362835
1974	0.1780119771
1975	0.1779953091
1976	0.1779834886
1977	0.1779608077
1978	0.1779485639
1979	0.1779234309
1980	0.1779040752
1981	0.1778826955
1982	0.1778555955
1983	0.1778336364
1984	0.1778241276
1985	0.1778076527
1986	0.1777932881
1987	0.1777758025
1988	0.1777614868
1989	0.1777455128
1990	0.177731036
1991	0.1777032037
1992	0.177680137
1993	0.1776648163
1994	0.1776458262
1995	0.1776248796
1996	0.177600902
1997	0.1775849148
1998	0.1775731892
1999	0.1775596626
