iter	Logloss
253	0.2406705744
254	0.2404512561
255	0.24022306
256	0.2400561463
257	0.2399185933
258	0.2398364467
259	0.23977497
260	0.2392532899
261	0.2391342067
262	0.2387197779
263	0.2386448827
264	0.2385369547
265	0.2384645602
266	0.2383722422
267	0.2382783481
268	0.2382350308
269	0.2380677301
270	0.237948035
271	0.2378095599
272	0.2377206293
273	0.2376289863
274	0.2375686454
275	0.2374820645
276	0.2369911354
277	0.2368829881
278	0.2367680489
279	0.2367066838
280	0.2364981129
281	0.2364344174
282	0.2362910494
283	0.2360924407
284	0.2358088743
285	0.2356501638
286	0.2351006342
287	0.2350182382
288	0.234934264
289	0.2348613879
290	0.2347706159
291	0.2345798417
292	0.2344740818
293	0.2343811869
294	0.2343061208
295	0.2342344944
296	0.2341324494
297	0.234074556
298	0.2339890027
299	0.2338306167
300	0.2337654588
301	0.2335664825
302	0.233185594
303	0.2331221279
304	0.2330354312
305	0.2329294253
306	0.2328314758
307	0.2327427759
308	0.2326868674
309	0.2326079562
310	0.232531082
311	0.2324671472
312	0.2322843322
313	0.2322329794
314	0.2321449555
315	0.2320932076
316	0.2320042246
317	0.231767079
318	0.2316992843
319	0.231576048
320	0.2315091323
321	0.2314461607
322	0.2313820453
323	0.2312018942
324	0.2311303123
325	0.2310796841
326	0.2310078738
327	0.230947666
328	0.2308857754
329	0.2307931339
330	0.2307390117
331	0.2306563944
332	0.2305500438
333	0.2304773132
334	0.2304280185
335	0.2303148796
336	0.2301508963
337	0.2299702481
338	0.2299239764
339	0.2298325154
340	0.2297748487
341	0.2297231905
342	0.2296744738
343	0.2296200552
344	0.2295463675
345	0.2294931749
346	0.2294134503
347	0.2293202057
348	0.2292378061
349	0.2290130983
350	0.228947315
351	0.2289063194
352	0.2288443391
353	0.2287908014
354	0.2287233145
355	0.2286753688
356	0.2285989182
357	0.2285367423
358	0.2284632889
359	0.2281183398
360	0.2280534696
361	0.2279400634
362	0.2278888146
363	0.2277160648
364	0.2276464302
365	0.2275935556
366	0.2275388104
367	0.227475869
368	0.2274284654
369	0.2273732006
370	0.2273045997
371	0.2272587419
372	0.2272002193
373	0.2271193933
374	0.2270415069
375	0.2269877233
376	0.2269448499
377	0.2268565713
378	0.2268179962
379	0.2267529543
380	0.226699073
381	0.2266500729
382	0.2266070497
383	0.2265473283
384	0.2264660002
385	0.2263642808
386	0.2262943557
387	0.2262452188
388	0.2261683236
389	0.2260356019
390	0.2259669814
391	0.2258869737
392	0.2257424722
393	0.2256496911
394	0.2256033003
395	0.2255501254
396	0.2255104531
397	0.2254613419
398	0.2253677347
399	0.2253122183
400	0.2252707528
401	0.225189567
402	0.2251300835
403	0.2250737521
404	0.2248966216
405	0.2248461487
406	0.2248075398
407	0.2247580761
408	0.2247129104
409	0.2245638256
410	0.2245187725
411	0.2244618147
412	0.2244106911
413	0.2243350601
414	0.2242609054
415	0.2242046007
416	0.2241601735
417	0.2241079601
418	0.2240517838
419	0.2240089966
420	0.2239585298
421	0.2239068555
422	0.2238496915
423	0.2238011632
424	0.2237491861
425	0.223416941
426	0.223363725
427	0.223276672
428	0.2232417036
429	0.2232071966
430	0.223102946
431	0.2230431034
432	0.222991976
433	0.2229470357
434	0.2229025445
435	0.2228507261
436	0.2228038064
437	0.2227477465
438	0.2226896284
439	0.2226426323
440	0.2225774089
441	0.2225336705
442	0.2224776892
443	0.22242656
444	0.2223797233
445	0.2223284252
446	0.2222901309
447	0.2222441807
448	0.2221689575
449	0.2221186438
450	0.222063401
451	0.2220164575
452	0.2219589359
453	0.2219296431
454	0.2218835894
455	0.2218390691
456	0.2216503455
457	0.2216051058
458	0.2215722147
459	0.2215153709
460	0.2213629086
461	0.2213261119
462	0.2210377333
463	0.2209930351
464	0.2208466457
465	0.2208034309
466	0.2207633408
467	0.2206956786
468	0.2206516959
469	0.2206066567
470	0.2205570322
471	0.220507082
472	0.2204606197
473	0.2204264408
474	0.2203687021
475	0.2203017607
476	0.220243493
477	0.2201914312
478	0.2201543898
479	0.2201157642
480	0.2200525941
481	0.2200224307
482	0.219956066
483	0.2199086283
484	0.2198447081
485	0.2198137528
486	0.219783093
487	0.2197350351
488	0.2196836061
489	0.2195483689
490	0.2195107135
491	0.2194774071
492	0.2194375845
493	0.2193744342
494	0.2193399001
495	0.2192237828
496	0.2191839669
497	0.2191428622
498	0.2191073784
499	0.2189790993
500	0.2189323771
501	0.2188957998
502	0.2188619717
503	0.2188252402
504	0.2187728786
505	0.2187235221
506	0.2186670637
507	0.2186038019
508	0.218533397
509	0.2184983024
510	0.2184404757
511	0.2183782393
512	0.2183304905
513	0.2183023242
514	0.2182695836
515	0.2182285047
516	0.2181867318
517	0.2181405458
518	0.2180955896
519	0.2180494742
520	0.2180097285
521	0.2179792187
522	0.2179247637
523	0.2178734785
524	0.2178306896
525	0.2178007146
526	0.2177776893
527	0.2177376818
528	0.2177013947
529	0.217661087
530	0.2176212778
531	0.2175946266
532	0.217556066
533	0.2175163946
534	0.2174752541
535	0.2174353582
536	0.2173710974
537	0.2173509474
538	0.2173071743
539	0.2172487932
540	0.2171679196
541	0.2171124977
542	0.2170759617
543	0.2170344857
544	0.216941845
545	0.2169138151
546	0.2168702867
547	0.2168309041
548	0.2167915645
549	0.2167613448
550	0.2167201733
551	0.2166899171
552	0.2166668844
553	0.2166264561
554	0.2165718963
555	0.2165264931
556	0.2164729096
557	0.2164379706
558	0.2164044295
559	0.2163594842
560	0.2163057426
561	0.2162603744
562	0.2160848488
563	0.216046766
564	0.2159773232
565	0.2159344515
566	0.2158968771
567	0.2158100192
568	0.2157682143
569	0.2157344248
570	0.2156907343
571	0.2155746662
572	0.215546565
573	0.2155052498
574	0.2154568665
575	0.215417078
576	0.2153771591
577	0.2152974644
578	0.2152549278
579	0.2152101625
580	0.2151772385
581	0.2151450845
582	0.2151057307
583	0.2150706832
584	0.2150410914
585	0.2150063461
586	0.2149700458
587	0.2149318333
588	0.2148996069
589	0.2148731497
590	0.2147750349
591	0.2147452391
592	0.2146898056
593	0.2146604296
594	0.2146365139
595	0.2145952204
596	0.2145023407
597	0.2144639473
598	0.2144296585
599	0.2143839939
600	0.2143254117
601	0.214272903
602	0.2142447433
603	0.2141312587
604	0.2140865452
605	0.2140571979
606	0.2138741959
607	0.2138237461
608	0.2137857969
609	0.2137438162
610	0.2137108108
611	0.2136794021
612	0.2136428744
613	0.2136093825
614	0.2135724876
615	0.21353308
616	0.2134907005
617	0.2134593863
618	0.2134107367
619	0.2133756756
620	0.2133329951
621	0.2132894322
622	0.2132177383
623	0.2131761683
624	0.2131432864
625	0.2130927749
626	0.2130564185
627	0.213018575
628	0.2129789889
629	0.2129474694
630	0.2129204599
631	0.2128893453
632	0.2128228501
633	0.2127832764
634	0.2127495209
635	0.2127156876
636	0.212687613
637	0.2126491644
638	0.2126160756
639	0.2125829252
640	0.2125558203
641	0.2125162004
642	0.2124762705
643	0.2124426195
644	0.2124160225
645	0.2123699024
646	0.2123233994
647	0.2122893743
648	0.2122536681
649	0.2122323722
650	0.2121967067
651	0.2121606963
652	0.2121059906
653	0.2120719786
654	0.2120305363
655	0.2119972148
656	0.2119676537
657	0.2119392501
658	0.211914442
659	0.2118871327
660	0.2118480564
661	0.2118180839
662	0.2117800904
663	0.2117436412
664	0.2117212049
665	0.2116796716
666	0.2116429161
667	0.2115976291
668	0.2115554429
669	0.2115189044
670	0.2114944684
671	0.2114599557
672	0.2114235856
673	0.2114026358
674	0.2113544863
675	0.2113066684
676	0.2112656167
677	0.2112362015
678	0.2112060752
679	0.211169395
680	0.2111289169
681	0.2110982412
682	0.211056969
683	0.2110311284
684	0.2109777212
685	0.210934725
686	0.2109116824
687	0.2108238971
688	0.2107950838
689	0.2107620248
690	0.2107391353
691	0.2107073519
692	0.2106661771
693	0.2106413388
694	0.2106074867
695	0.2105663823
696	0.2105270172
697	0.2104864072
698	0.2104493498
699	0.2104000352
700	0.2103679483
701	0.2103347354
702	0.2102957619
703	0.2102647292
704	0.2102085994
705	0.2101782245
706	0.210144029
707	0.2101099714
708	0.2100802114
709	0.210054517
710	0.2100249444
711	0.2100025887
712	0.2099774632
713	0.2099544777
714	0.2099204203
715	0.2098887915
716	0.2098624136
717	0.2098307622
718	0.209806937
719	0.2097804224
720	0.2097422297
721	0.2097106566
722	0.2096706092
723	0.209620139
724	0.2095916187
725	0.2095607547
726	0.2095239731
727	0.209494168
728	0.2094596172
729	0.2094338168
730	0.2093985566
731	0.2093608893
732	0.2093186594
733	0.2092859771
734	0.2091751688
735	0.2091407793
736	0.209099253
737	0.2090600585
738	0.2090391209
739	0.2090076781
740	0.2088953894
741	0.2088622427
742	0.208830487
743	0.2087925305
744	0.2087491519
745	0.2087128508
746	0.2086754409
747	0.2086384356
748	0.2086069876
749	0.2085314305
750	0.2085045174
751	0.2084625105
752	0.2084247389
753	0.208392766
754	0.2083492532
755	0.2083229085
756	0.2082782338
757	0.2082451155
758	0.2082237946
759	0.2081995389
760	0.2081033647
761	0.2080727652
762	0.2080404691
763	0.2080129552
764	0.2079759375
765	0.2079419456
766	0.2079147954
767	0.2078867561
768	0.2078557474
769	0.2078167327
770	0.2077881321
771	0.2077547912
772	0.2077145091
773	0.2076913963
774	0.2076603368
775	0.2076122515
776	0.2075693574
777	0.2075353304
778	0.2075200365
779	0.2074872855
780	0.2074628445
781	0.2074286647
782	0.2073999691
783	0.207367009
784	0.2073216275
785	0.2073052115
786	0.2072668397
787	0.2072400921
788	0.2072043173
789	0.2071719501
790	0.2071407703
791	0.2071130238
792	0.2070777069
793	0.2070479714
794	0.2070199573
795	0.2069855157
796	0.2069324327
797	0.2069058179
798	0.2068642497
799	0.2068291651
800	0.2068120209
801	0.20678721
802	0.2067540821
803	0.2067278657
804	0.2066961597
805	0.2066702973
806	0.2066347747
807	0.2066119148
808	0.2065508842
809	0.2065201333
810	0.2064895172
811	0.2064566916
812	0.2064298805
813	0.2063830934
814	0.2063471827
815	0.2063154439
816	0.2062889709
817	0.206261253
818	0.2061726949
819	0.2061246207
820	0.206097947
821	0.2060720691
822	0.2060436789
823	0.2060151963
824	0.2059858781
825	0.2059666293
826	0.2058708706
827	0.2057970189
828	0.2057662536
829	0.2057357414
830	0.2057077293
831	0.2056761313
832	0.2056423467
833	0.2055795914
834	0.2055550323
835	0.205524186
836	0.2054853156
837	0.205461524
838	0.2053959285
839	0.2053661538
840	0.2053317815
841	0.2053081273
842	0.2051724122
843	0.2051424684
844	0.2051194414
845	0.2050863779
846	0.2050357547
847	0.2050045879
848	0.2049773557
849	0.2049411655
850	0.2049071513
851	0.2048798089
852	0.2048442076
853	0.2048207897
854	0.2047900682
855	0.2047630179
856	0.2047363649
857	0.2047094617
858	0.2046900524
859	0.2046705064
860	0.2046451178
861	0.2046139071
862	0.2045574068
863	0.2045193981
864	0.2044875347
865	0.2044624845
866	0.2044255957
867	0.2044006573
868	0.2043722795
869	0.204336851
870	0.2043062919
871	0.2042656108
872	0.2042200256
873	0.2041900221
874	0.2041597723
875	0.2040899961
876	0.2040665028
877	0.2040246046
878	0.2039925116
879	0.2039728752
880	0.2039397318
881	0.2039061805
882	0.2038722663
883	0.2038433149
884	0.2038086357
885	0.2037737633
886	0.2037445588
887	0.2037036674
888	0.2036744072
889	0.2036396249
890	0.2035941742
891	0.2035656136
892	0.2035374916
893	0.2035048119
894	0.2034810659
895	0.2034534427
896	0.2034298331
897	0.2034051854
898	0.2033466131
899	0.2033189945
900	0.2032914518
901	0.2032649161
902	0.2032293064
903	0.2032054005
904	0.2031829742
905	0.2031496688
906	0.2031212669
907	0.2030948034
908	0.2030714169
909	0.20304842
910	0.2030135326
911	0.2029794205
912	0.2029397166
913	0.2029176937
914	0.2028911779
915	0.2028585914
916	0.2028335375
917	0.2028083921
918	0.2027736675
919	0.2027445727
920	0.2027081999
921	0.2026839158
922	0.2026561431
923	0.2026269333
924	0.2025895057
925	0.2025609738
926	0.2025366942
927	0.2025106708
928	0.2024688499
929	0.2024434115
930	0.2024230814
931	0.2023829449
932	0.2023661967
933	0.2023383719
934	0.2023056913
935	0.2022820708
936	0.202248709
937	0.2021426118
938	0.2021195903
939	0.2021008101
940	0.2020688279
941	0.2020489019
942	0.2019722342
943	0.2018787198
944	0.2018483124
945	0.2018223853
946	0.2017901638
947	0.2017729124
948	0.2017499183
949	0.2017263145
950	0.2016908883
951	0.2016656799
952	0.2016414069
953	0.2016060512
954	0.2015747463
955	0.2015239853
956	0.2015059591
957	0.2014885895
958	0.2014539957
959	0.201436218
960	0.201377612
961	0.2013564805
962	0.2013374184
963	0.201316043
964	0.2012893038
965	0.2012631481
966	0.2012384302
967	0.2012126209
968	0.2011857291
969	0.2011548777
970	0.2011378959
971	0.2011056569
972	0.2010738052
973	0.2010643481
974	0.200991706
975	0.2009684767
976	0.2009358312
977	0.2009112578
978	0.2008852698
979	0.2008564406
980	0.2008250342
981	0.2008003102
982	0.2007730189
983	0.2007492272
984	0.2007278073
985	0.2007059269
986	0.2006824186
987	0.2006479013
988	0.2006237875
989	0.2005807529
990	0.2005473787
991	0.2005261764
992	0.2004982958
993	0.200472685
994	0.2004550898
995	0.2004343605
996	0.2004088152
997	0.2003864057
998	0.2003652248
999	0.2003387169
1000	0.2003138476
1001	0.2002778639
1002	0.2002555451
1003	0.2002180809
1004	0.2001940306
1005	0.2001705435
1006	0.2001546335
1007	0.2001332351
1008	0.2001023151
1009	0.200074145
1010	0.2000532662
1011	0.2000269516
1012	0.1999934312
1013	0.1999746426
1014	0.1999525927
1015	0.1999285948
1016	0.1999054867
1017	0.1998740274
1018	0.1998475777
1019	0.1998368161
1020	0.1998204205
1021	0.1997886136
1022	0.1997256619
1023	0.1996993413
1024	0.1996734359
1025	0.1996450784
1026	0.1996291941
1027	0.1996044998
1028	0.1995799677
1029	0.1995314767
1030	0.1995027851
1031	0.1994752647
1032	0.1994560598
1033	0.1994200705
1034	0.1993884829
1035	0.1993664659
1036	0.1993410671
1037	0.1993195479
1038	0.1992914177
1039	0.1992683661
1040	0.1992493147
1041	0.1992049944
1042	0.1991828054
1043	0.199160619
1044	0.1991309331
1045	0.1991009755
1046	0.1990746204
1047	0.1990400635
1048	0.1990215453
1049	0.1989910406
1050	0.1989689687
1051	0.1989318675
1052	0.198899761
1053	0.1988736028
1054	0.1988555818
1055	0.1988355627
1056	0.1987998907
1057	0.1987710559
1058	0.1987529304
1059	0.1987188599
1060	0.1986934294
1061	0.1986636812
1062	0.1986147528
1063	0.1985893285
1064	0.1985639284
1065	0.198540076
1066	0.1985211992
1067	0.1984948694
1068	0.1984805827
1069	0.1984588554
1070	0.1984270281
1071	0.1984050185
1072	0.198381843
1073	0.198356714
1074	0.1983250027
1075	0.1983008716
1076	0.1982825817
1077	0.1982591357
1078	0.198234309
1079	0.1982076659
1080	0.198179495
1081	0.1981612144
1082	0.1981381532
1083	0.1981049824
1084	0.1980814893
1085	0.1980512897
1086	0.1980241953
1087	0.1980072211
1088	0.197980577
1089	0.1979526185
1090	0.1979383074
1091	0.1979099653
1092	0.197882675
1093	0.1978608822
1094	0.1978337332
1095	0.1978150217
1096	0.197790952
1097	0.1976936141
1098	0.1976721148
1099	0.1976435243
1100	0.1976317952
1101	0.1976087638
1102	0.1975841023
1103	0.1975598237
1104	0.197530963
1105	0.1975012749
1106	0.1974654377
1107	0.1974449994
1108	0.1974207127
1109	0.1973894956
1110	0.1973636642
1111	0.1973369501
1112	0.1973164022
1113	0.1972893796
1114	0.19726017
1115	0.1972327419
1116	0.1972105339
1117	0.1971758944
1118	0.1971549004
1119	0.1971386127
1120	0.1971099781
1121	0.197030354
1122	0.1970099721
1123	0.1969839801
1124	0.1969586866
1125	0.1969357904
1126	0.1969051985
1127	0.1968467065
1128	0.1968259772
1129	0.1968005935
1130	0.1967820323
1131	0.1966731715
1132	0.1966462079
1133	0.1966212693
1134	0.1965996946
1135	0.1965729208
1136	0.1965461397
1137	0.1965206895
1138	0.1964943952
1139	0.1964710149
1140	0.196451071
1141	0.1964164667
1142	0.1963948298
1143	0.1963762398
1144	0.1963579741
1145	0.1963386587
1146	0.1963181652
1147	0.1962962432
1148	0.1962493551
1149	0.1961750005
1150	0.1961503411
1151	0.196123205
1152	0.1961012181
1153	0.1960786043
1154	0.1960503617
1155	0.1960300058
1156	0.1960051642
1157	0.1959806232
1158	0.1959406374
1159	0.1959165164
1160	0.1958872105
1161	0.1958632006
1162	0.1958334892
1163	0.195804159
1164	0.1957791675
1165	0.1957514258
1166	0.1957312564
1167	0.1956869107
1168	0.1956593993
1169	0.1956315904
1170	0.195618247
1171	0.1955902441
1172	0.1955648542
1173	0.1955397153
1174	0.1955175516
1175	0.1954887901
1176	0.1954696269
1177	0.1954507562
1178	0.1954188922
1179	0.195388286
1180	0.1953505303
1181	0.1953264331
1182	0.1953097695
1183	0.1952872827
1184	0.1952622799
1185	0.1952421421
1186	0.1952185334
1187	0.1951904648
1188	0.1951705614
1189	0.1950732327
1190	0.1950462014
1191	0.195022595
1192	0.1949982128
1193	0.1949820469
1194	0.1949582918
1195	0.194931885
1196	0.1949008932
1197	0.1948713352
1198	0.1948478879
1199	0.1948178944
1200	0.194793184
1201	0.194745329
1202	0.1946812815
1203	0.1946552622
1204	0.194636534
1205	0.1946127172
1206	0.1945900567
1207	0.1945675847
1208	0.1945374461
1209	0.1945129045
1210	0.1944895674
1211	0.1944597965
1212	0.1944299561
1213	0.1944034409
1214	0.1943839745
1215	0.1943656933
1216	0.1943484681
1217	0.1943258812
1218	0.1942964355
1219	0.1942796003
1220	0.1942476491
1221	0.1942232383
1222	0.194203737
1223	0.1941885303
1224	0.1941668133
1225	0.194141938
1226	0.1941128876
1227	0.1940926466
1228	0.1940684221
1229	0.1940511433
1230	0.1940268575
1231	0.1939970134
1232	0.1939706632
1233	0.193943888
1234	0.1939259948
1235	0.1939034122
1236	0.1938829712
1237	0.193863761
1238	0.1938414914
1239	0.1938177567
1240	0.193791628
1241	0.1937666042
1242	0.1937391283
1243	0.1937222383
1244	0.1936943305
1245	0.193676901
1246	0.1936525609
1247	0.1936327011
1248	0.193609147
1249	0.193577958
1250	0.1935602816
1251	0.1935142818
1252	0.193487761
1253	0.1934579417
1254	0.1934387292
1255	0.19342157
1256	0.1934017001
1257	0.1933772722
1258	0.1933104873
1259	0.1932680614
1260	0.1932463568
1261	0.1932269087
1262	0.1931956749
1263	0.1931716751
1264	0.1931555517
1265	0.1931328255
1266	0.1931087052
1267	0.1930926136
1268	0.1930706824
1269	0.1930468688
1270	0.1930269678
1271	0.1929954053
1272	0.1929707916
1273	0.1929396392
1274	0.1929014227
1275	0.1928829665
1276	0.1928620165
1277	0.1928393
1278	0.192813845
1279	0.1927843469
1280	0.1927643124
1281	0.1927358622
1282	0.1927218591
1283	0.1927012095
1284	0.1926706706
1285	0.1926462622
1286	0.1926187857
1287	0.1925943672
1288	0.1925743477
1289	0.1925440746
1290	0.1925247587
1291	0.192499386
1292	0.192474108
1293	0.1924549311
1294	0.1924302216
1295	0.1924062233
1296	0.1923847227
1297	0.1923722217
1298	0.1923601006
1299	0.1923393251
1300	0.1923051971
1301	0.1922807662
1302	0.1922487925
1303	0.1922187102
1304	0.1922004527
1305	0.19217225
1306	0.1921125875
1307	0.1920913819
1308	0.1920323461
1309	0.1920132223
1310	0.1919739175
1311	0.1919518217
1312	0.1919212309
1313	0.1918895192
1314	0.1918667598
1315	0.1918357387
1316	0.1918041395
1317	0.1917828826
1318	0.1917663062
1319	0.1917378882
1320	0.1917085686
1321	0.1916814136
1322	0.1916650003
1323	0.1916365155
1324	0.1916165608
1325	0.1915997506
1326	0.1915691022
1327	0.1915485457
1328	0.1915312475
1329	0.1915118808
1330	0.1914928959
1331	0.1914704794
1332	0.191442407
1333	0.1914198207
1334	0.1913597225
1335	0.1913346223
1336	0.191318075
1337	0.1912935085
1338	0.1912787383
1339	0.1912623424
1340	0.1912336616
1341	0.1912075646
1342	0.1911585882
1343	0.1911379293
1344	0.191123208
1345	0.1910924239
1346	0.1910752528
1347	0.1910602635
1348	0.1910378181
1349	0.1910167177
1350	0.1910003554
1351	0.1909876554
1352	0.1909641027
1353	0.1909412233
1354	0.1909237619
1355	0.1909090776
1356	0.1908884921
1357	0.1908658188
1358	0.1908471009
1359	0.1908170916
1360	0.1907905056
1361	0.1907736168
1362	0.1907385642
1363	0.1907169315
1364	0.190698637
1365	0.1906766591
1366	0.1906608239
1367	0.1906396434
1368	0.1906102495
1369	0.1905795281
1370	0.1905698928
1371	0.1905395202
1372	0.1905115374
1373	0.190490276
1374	0.1904646652
1375	0.1904431334
1376	0.1904203747
1377	0.1903947101
1378	0.1903732824
1379	0.1903483286
1380	0.1903283228
1381	0.1903023017
1382	0.1902849867
1383	0.190268298
1384	0.1902541343
1385	0.1902307451
1386	0.1902053441
1387	0.1901859252
1388	0.1901681393
1389	0.1901436745
1390	0.1901245125
1391	0.190103162
1392	0.1900816714
1393	0.1900659691
1394	0.1900438225
1395	0.1900180745
1396	0.18999751
1397	0.1899601611
1398	0.1899320239
1399	0.1899170592
1400	0.1898843223
1401	0.1898650655
1402	0.1898456448
1403	0.18983156
1404	0.1898130421
1405	0.1897911818
1406	0.1897707075
1407	0.1897528493
1408	0.1897324862
1409	0.1897043119
1410	0.1896784047
1411	0.1896654801
1412	0.1896489459
1413	0.1896211849
1414	0.1896071789
1415	0.1895905266
1416	0.1895761293
1417	0.1895530291
1418	0.1895303765
1419	0.1895063396
1420	0.1894695101
1421	0.1894455978
1422	0.1894190601
1423	0.1893974251
1424	0.189376145
1425	0.189361358
1426	0.1893352874
1427	0.1893134659
1428	0.1892956206
1429	0.1892772719
1430	0.1892492597
1431	0.1892321929
1432	0.1892100922
1433	0.1891845488
1434	0.1891666505
1435	0.1891490701
1436	0.1891294242
1437	0.1891088726
1438	0.1890875774
1439	0.1890656261
1440	0.1890397887
1441	0.1890211257
1442	0.189001174
1443	0.1889738863
1444	0.1889591896
1445	0.1889423289
1446	0.1889155852
1447	0.1888760797
1448	0.1888526393
1449	0.188831109
1450	0.188808257
1451	0.1887868336
1452	0.1887633764
1453	0.1887530087
1454	0.1887262235
1455	0.1886992767
1456	0.1886792592
1457	0.1886566946
1458	0.1886331166
1459	0.188620167
1460	0.1886019111
1461	0.1885835067
1462	0.1885696583
1463	0.1885445388
1464	0.1885301768
1465	0.1885044235
1466	0.1884824434
1467	0.188459821
1468	0.1884430159
1469	0.1884105105
1470	0.1883921103
1471	0.1883377151
1472	0.1883169185
1473	0.1882896953
1474	0.1882697476
1475	0.1882430693
1476	0.1882222841
1477	0.1881948499
1478	0.1881758554
1479	0.1881540219
1480	0.1881244851
1481	0.1881127701
1482	0.1880753162
1483	0.1880581478
1484	0.1880454632
1485	0.1880197937
1486	0.1879894543
1487	0.1879726155
1488	0.187951534
1489	0.1879280623
1490	0.1879109151
1491	0.1878850188
1492	0.1878644553
1493	0.1878398696
1494	0.1878140564
1495	0.1877927849
1496	0.1877656513
1497	0.187745892
1498	0.1877220373
1499	0.1877036542
1500	0.1876869972
1501	0.1876724412
1502	0.1876598308
1503	0.1876292481
1504	0.1876048125
1505	0.1875757942
1506	0.1875576537
1507	0.1875402807
1508	0.1875262174
1509	0.1875065033
1510	0.187484949
1511	0.1874543579
